Cust_id,Inception_Date,Current_status,Duration,Acquisition_cost,Total_tran_6m,Total_tran_12m,Total_tran_18m,Avg_Tran_6m,Avg_Tran_12m,Avg_Tran_18m,Status,gender,age,marital_status,emp_status,no_of_dep,FS_code,no_complaints,only_promo_buyer_flg,value_cust_lvl,high_freq_cust_flg
4962,30-Jun-10,N,11,127,40,406,186,196,112,60,1,1,3,1,3,1,1,15,1,1,1
4963,14-Feb-09,N,21,69,226,796,163,73,159,91,1,1,4,1,2,1,3,30,2,2,1
4964,21-Aug-10,N,9,72,889,688,125,134,75,78,1,2,5,1,2,1,3,18,2,2,1
4965,11-Sep-09,Y,24,75,463,790,795,178,184,76,1,2,5,1,1,3,3,6,1,1,1
4966,29-Jul-10,Y,14,129,485,983,626,152,177,59,1,2,5,2,3,2,3,10,2,3,1
4967,8-Jul-09,N,18,50,655,548,186,71,150,69,1,1,4,2,1,2,1,10,2,1,1
4968,19-Nov-09,Y,32,95,65,773,772,159,59,174,0,1,5,1,2,2,2,13,2,1,2
4969,4-Jul-11,N,33,116,181,275,983,143,148,189,0,2,3,2,2,2,1,8,2,2,1
4970,21-Nov-11,Y,17,78,219,462,482,78,119,55,1,1,5,3,2,4,1,7,2,2,1
4971,12-Dec-08,Y,20,73,664,232,424,110,56,106,1,1,3,1,2,3,1,14,2,1,1
4972,24-Jul-12,Y,21,123,355,687,385,108,110,53,1,2,5,2,1,4,3,10,1,1,1
4973,21-Jan-08,N,24,76,713,506,877,75,105,74,1,1,5,2,2,2,3,25,2,2,1
4974,4-Mar-11,N,28,65,226,183,299,124,67,152,0,1,4,2,3,4,3,7,1,1,1
4975,22-May-09,Y,15,84,838,404,730,113,160,69,1,1,4,3,1,2,3,13,1,1,2
4976,23-Aug-07,Y,31,73,366,28,481,170,170,83,0,1,5,3,1,2,2,15,2,2,2
4977,19-Jun-07,N,17,79,698,373,994,174,159,116,1,1,3,1,2,4,2,18,1,1,2
4978,29-Aug-11,Y,7,124,818,192,922,63,122,99,1,1,5,3,3,4,3,15,1,2,1
4979,28-Dec-09,Y,30,89,637,71,15,145,144,194,0,1,3,1,1,2,3,29,1,2,1
4980,3-May-11,Y,26,133,302,958,447,68,119,53,0,1,1,2,1,4,3,2,1,1,2
4981,18-Jun-11,N,20,83,931,903,640,99,118,165,1,2,5,3,1,2,3,29,1,3,1
4982,19-May-07,N,32,133,569,482,72,95,148,130,0,2,2,1,3,2,3,18,2,1,1
4983,8-Nov-08,N,11,107,276,441,850,176,85,195,1,1,5,1,2,4,2,12,2,3,2
4984,3-Jul-07,Y,29,132,487,495,926,95,62,118,0,2,4,3,3,3,3,20,1,3,2
4985,12-Apr-09,N,12,85,379,586,398,128,198,86,1,2,5,2,2,1,2,28,1,2,1
4986,8-Jun-10,N,29,99,507,376,690,199,108,82,0,1,1,2,2,1,3,2,1,2,1
4987,10-Feb-11,N,16,147,230,968,252,99,75,99,1,2,5,1,2,3,3,12,1,3,2
4988,9-Jul-12,Y,6,145,894,491,208,124,60,95,1,2,3,2,1,1,1,18,1,3,1
4989,15-Jun-12,N,26,53,470,893,816,73,83,102,0,2,2,3,1,1,2,14,1,1,2
4990,19-May-07,N,9,135,897,351,962,196,78,134,1,2,5,1,3,4,2,15,1,3,1
4991,5-Nov-07,Y,36,78,46,424,71,147,118,89,0,1,2,3,2,2,3,26,1,2,2
4992,13-May-07,Y,23,125,397,987,461,70,107,91,1,1,5,3,1,4,3,10,1,3,2
4993,22-Aug-07,N,18,134,903,265,911,50,105,83,1,1,4,3,1,4,3,18,2,1,2
4994,18-Sep-10,Y,30,105,249,701,711,79,172,133,0,1,4,2,1,1,3,24,2,2,1
4995,29-Apr-13,N,26,83,390,274,486,100,145,133,0,2,1,3,1,3,1,16,2,1,2
4996,10-Nov-07,N,18,115,49,252,267,153,139,157,1,1,5,2,2,1,2,25,2,3,2
4997,27-Jun-08,Y,29,100,641,984,905,198,138,106,0,1,3,1,3,4,3,15,2,1,2
4998,19-Oct-11,Y,20,125,904,703,585,198,127,126,1,2,4,2,1,2,3,15,1,2,2
4999,7-Sep-08,N,32,120,741,612,638,126,57,135,0,1,1,2,2,4,3,1,1,3,1
5000,20-Aug-11,N,14,57,567,661,69,168,127,147,1,1,3,1,2,2,1,10,1,1,1
5001,14-Apr-11,N,31,109,236,700,2,92,162,174,0,2,5,2,3,1,2,3,1,2,1
5002,24-Sep-07,Y,35,135,399,577,175,120,130,67,0,2,1,1,1,2,3,21,2,1,1
5003,24-Dec-07,Y,9,94,284,272,60,175,194,55,1,1,5,3,3,4,2,14,1,1,2
5004,13-Jul-12,N,14,54,884,614,427,92,160,144,1,2,4,2,1,4,3,23,2,3,2
5005,23-Mar-13,N,22,147,760,454,787,98,112,51,1,1,4,2,1,1,2,11,2,2,2
5006,17-Apr-13,Y,12,61,439,748,372,191,118,190,1,1,3,3,1,4,3,8,1,3,2
5007,14-Nov-08,N,18,64,783,398,856,75,184,125,1,2,3,3,2,3,2,29,1,1,2
5008,10-Apr-09,N,10,118,336,544,498,107,188,69,1,2,5,2,2,3,3,29,1,2,2
5009,5-Jan-11,Y,7,115,200,214,520,52,146,60,1,2,5,2,1,3,2,12,1,3,1
5010,3-Feb-12,N,33,126,762,943,577,75,80,143,0,1,4,3,1,3,2,9,1,3,2
5011,19-Sep-13,N,7,107,567,97,35,132,102,69,1,1,5,3,3,4,3,20,1,3,2
5012,29-Mar-11,Y,30,58,3,327,401,79,150,113,0,2,5,2,2,3,1,10,1,2,2
5013,6-Apr-09,Y,15,85,586,348,303,180,75,52,1,2,5,1,2,4,1,12,1,1,2
5014,10-Jun-12,N,27,149,135,997,654,197,191,52,0,2,4,2,3,4,3,15,2,1,1
5015,15-Feb-13,Y,34,111,9,586,180,108,160,183,0,1,5,3,2,1,3,16,2,2,1
5016,5-Feb-08,N,36,135,52,624,256,194,87,172,0,1,2,1,3,4,2,9,1,2,1
5017,26-May-10,Y,17,146,18,626,363,95,190,118,1,2,4,1,3,1,1,26,2,3,1
5018,7-Dec-08,Y,21,69,746,199,220,98,141,127,1,1,3,1,2,2,3,6,1,2,2
5019,3-Mar-12,N,6,126,205,326,841,199,86,171,1,2,5,1,1,3,1,12,2,3,1
5020,28-May-12,Y,15,105,836,715,234,72,133,104,1,2,5,2,1,2,2,6,1,2,1
5021,26-Jun-07,N,31,50,623,201,991,119,117,72,0,2,4,3,2,4,3,2,1,3,2
5022,11-Jan-13,Y,31,82,366,642,381,173,170,67,0,1,1,3,1,3,2,16,1,2,2
5023,27-Jul-08,Y,26,96,224,179,156,65,193,76,0,2,3,2,3,2,1,26,2,3,2
5024,21-May-09,Y,24,50,956,209,133,186,51,89,1,2,5,2,1,4,2,12,1,3,1
5025,4-Dec-08,Y,32,114,535,497,234,181,97,193,0,1,4,2,2,3,1,5,1,1,2
5026,26-Jan-12,N,9,139,864,708,142,177,170,98,1,2,5,2,2,1,2,12,1,1,2
5027,23-Jun-09,N,18,144,776,979,713,63,185,149,1,2,5,1,3,2,1,18,2,3,1
5028,21-Mar-13,N,25,126,974,129,840,50,153,178,0,2,2,3,1,4,1,11,1,2,1
5029,17-Dec-08,N,25,126,967,870,620,191,91,189,0,2,4,1,2,1,2,13,1,2,2
5030,1-Dec-12,N,23,132,692,771,46,122,113,59,1,1,4,1,3,4,2,12,2,2,1
5031,14-Apr-10,N,31,105,726,56,863,69,79,56,0,2,2,1,2,2,1,30,2,2,1
5032,12-Mar-11,Y,18,122,687,135,882,130,113,180,1,1,4,1,3,2,2,14,1,2,1
5033,19-Jul-11,Y,27,117,110,406,547,68,161,50,0,2,1,1,1,4,3,29,2,3,2
5034,11-Jun-11,Y,11,132,815,622,391,83,55,61,1,1,5,3,1,3,1,12,1,1,1
5035,6-Dec-07,Y,10,148,57,453,165,144,149,84,1,1,5,3,2,4,2,16,1,1,2
5036,26-Sep-09,N,6,70,642,262,718,87,173,114,1,2,4,3,1,4,3,8,1,1,1
5037,6-Aug-13,N,12,145,224,204,941,123,194,74,1,1,5,3,2,4,2,17,2,1,2
5038,24-Jan-13,Y,22,53,523,357,208,143,129,129,1,1,5,3,2,3,1,10,2,3,2
5039,27-Jun-10,Y,25,126,730,849,964,155,136,85,0,1,2,3,1,2,2,15,2,3,2
5040,20-May-08,Y,28,52,967,726,206,98,106,150,0,2,3,3,2,2,2,30,2,3,2
5041,26-Mar-09,N,29,59,404,5,292,84,144,131,0,2,2,2,2,4,3,13,2,3,1
5042,18-Sep-07,N,32,90,951,116,857,164,175,120,0,2,1,3,3,4,3,27,1,2,1
5043,9-Mar-13,N,30,136,35,956,367,153,182,104,0,1,2,3,3,4,2,16,2,2,1
5044,8-Feb-08,Y,23,53,45,409,675,52,132,154,1,2,5,3,1,2,1,19,1,2,1
5045,14-Jan-09,Y,33,101,30,870,195,88,117,120,0,1,4,3,2,4,1,0,1,3,1
5046,30-Apr-13,Y,24,117,46,623,133,183,81,136,1,1,5,2,3,4,3,12,1,1,2
5047,15-Jan-09,N,25,144,283,812,140,163,97,86,0,1,2,3,1,2,1,20,2,3,2
5048,25-Jun-10,Y,21,108,494,513,381,85,50,56,1,1,5,1,3,4,2,25,2,1,1
5049,13-Jun-10,N,36,122,31,1,354,63,188,194,0,2,1,3,1,3,3,10,2,3,2
5050,2-Apr-10,N,35,105,54,293,459,140,89,103,0,1,4,2,2,3,3,17,2,3,2
5051,18-Feb-10,Y,21,146,185,251,372,196,176,144,1,2,3,1,2,1,1,15,2,1,1
5052,25-May-13,Y,36,93,982,21,305,161,127,105,0,2,5,1,2,4,3,13,1,2,1
5053,12-Jan-09,N,21,78,686,3,472,63,136,89,1,2,5,3,3,1,2,20,2,3,1
5054,8-Aug-08,N,34,57,429,650,470,174,81,153,0,2,2,3,3,3,1,0,2,2,1
5055,30-Jan-09,Y,30,104,395,50,664,192,200,124,0,2,4,3,2,3,2,20,2,1,2
5056,23-Dec-10,Y,10,117,319,36,190,87,183,193,1,1,5,2,1,4,2,17,1,1,2
5057,20-May-10,N,15,143,561,551,83,119,186,146,1,2,4,3,3,4,1,28,2,1,2
5058,29-May-10,Y,17,72,772,369,156,181,78,57,1,1,5,2,1,2,1,27,2,1,1
5059,28-Nov-12,N,31,142,951,347,235,65,127,82,0,1,3,3,2,4,3,10,2,1,1
5060,17-Jun-11,Y,29,149,951,859,997,146,131,95,0,2,4,3,2,2,1,8,1,3,1
5061,26-Oct-08,Y,6,77,571,261,366,193,58,63,1,2,3,3,1,2,2,7,2,2,2
5062,16-Dec-10,N,11,83,636,615,351,88,134,64,1,1,4,2,3,2,2,22,2,3,2
5063,4-Oct-08,N,11,122,732,486,326,85,80,170,1,1,5,3,3,2,2,24,2,2,1
5064,24-Aug-10,Y,11,80,310,206,720,71,113,76,1,1,5,1,1,2,3,16,2,2,2
5065,19-Jun-12,Y,11,66,335,51,175,156,132,54,1,1,3,2,1,4,1,29,1,3,2
5066,2-Feb-13,N,10,142,116,433,133,198,75,59,1,1,5,3,1,4,1,12,1,3,1
5067,28-May-11,Y,10,141,63,711,880,86,177,101,1,1,5,2,3,1,1,23,2,3,2
5068,17-Jul-12,Y,17,111,136,21,187,175,182,56,1,2,4,3,2,1,2,25,2,3,2
5069,31-Dec-10,N,10,95,861,127,764,81,109,167,1,2,5,2,3,3,1,12,1,1,2
5070,6-Sep-09,N,10,58,310,779,980,113,122,181,1,2,3,3,3,4,3,23,1,3,2
5071,29-May-11,Y,18,118,884,496,403,74,91,83,1,2,4,2,3,4,2,12,1,2,2
5072,19-Jan-08,N,24,117,522,42,330,104,165,133,1,1,4,2,1,2,3,30,2,2,1
5073,31-Jan-08,N,31,138,338,9,28,195,55,88,0,1,3,3,2,2,3,16,1,2,2
5074,4-Feb-13,N,32,126,863,438,935,106,196,75,0,1,3,2,1,2,3,0,2,1,1
5075,17-Oct-12,Y,6,144,558,509,848,83,90,188,1,2,4,1,2,4,2,20,1,1,1
5076,29-Dec-07,Y,23,142,601,454,893,156,144,191,1,1,5,2,1,1,2,12,2,2,2
5077,19-Jul-11,Y,13,104,241,191,815,62,108,98,1,2,5,1,1,1,3,12,2,3,1
5078,23-Sep-10,N,12,89,658,496,905,58,61,67,1,1,5,1,2,2,2,12,1,3,1
5079,1-Jul-08,N,8,101,341,730,750,166,93,138,1,1,5,2,2,2,1,7,2,3,1
5080,25-Jun-13,N,9,142,946,416,428,133,66,85,1,2,5,3,1,3,3,9,2,3,2
5081,27-Oct-09,Y,21,77,148,101,507,63,141,104,1,1,5,2,2,2,3,21,2,2,2
5082,1-Apr-09,N,24,81,837,257,199,197,91,166,1,2,3,2,2,4,2,27,1,3,2
5083,28-Oct-07,N,27,73,846,599,952,187,84,169,0,1,3,2,2,3,2,30,2,2,2
5084,11-Jun-07,Y,10,119,946,811,176,101,97,71,1,2,4,2,3,3,1,30,1,3,2
5085,3-Jul-09,Y,13,132,267,833,257,150,156,119,1,2,5,3,1,2,3,21,1,3,1
5086,12-Feb-12,Y,32,86,153,72,108,114,171,70,0,1,3,1,2,2,2,1,1,3,1
5087,25-Jul-07,N,10,108,558,238,182,124,108,86,1,1,4,1,1,4,2,12,1,1,1
5088,12-May-13,Y,9,51,867,340,152,142,105,143,1,1,4,3,2,4,3,12,2,2,1
5089,1-Jan-08,N,26,83,380,411,748,147,74,127,0,2,4,1,2,2,2,22,1,2,2
5090,12-Dec-08,N,21,128,248,689,49,64,100,60,1,1,3,1,3,1,2,18,1,2,1
5091,16-Jun-10,N,21,80,954,15,997,154,55,144,1,2,5,2,3,4,3,8,2,3,1
5092,29-Apr-11,N,32,77,508,435,821,151,172,85,0,1,2,2,3,3,3,0,2,1,1
5093,22-Apr-11,Y,27,98,436,36,31,85,114,159,0,1,2,2,3,2,2,13,1,2,1
5094,19-Nov-11,Y,25,55,440,146,284,95,80,170,0,2,5,1,2,2,3,9,2,3,1
5095,29-Jun-11,N,30,118,559,351,49,75,167,179,0,2,5,1,3,4,2,23,2,1,1
5096,25-Oct-10,Y,27,91,150,200,660,50,76,176,0,2,1,1,1,4,3,29,1,1,2
5097,23-Jul-12,N,21,74,689,212,892,145,74,175,1,2,5,3,1,3,2,6,2,2,2
5098,20-Aug-07,Y,32,96,891,823,252,84,199,200,0,2,5,2,1,1,2,6,1,3,2
5099,26-Oct-08,N,18,86,46,366,851,142,77,150,1,2,4,2,2,4,3,9,1,1,1
5100,8-Aug-10,Y,26,111,442,868,321,57,157,113,0,1,2,2,1,3,3,14,1,1,1
5101,11-Dec-12,Y,15,120,160,990,210,170,153,111,1,1,5,3,1,1,3,20,2,1,2
5102,30-Jun-10,N,14,81,779,648,326,56,76,150,1,1,5,1,1,2,2,29,2,1,2
5103,24-Sep-10,N,28,123,933,516,877,135,105,148,0,2,3,2,3,3,3,0,2,2,2
5104,6-Sep-09,N,36,63,684,282,987,103,160,129,0,1,1,2,2,4,1,8,1,1,2
5105,5-Jul-12,N,35,70,275,612,549,163,127,66,0,1,1,2,1,3,2,22,1,1,2
5106,4-May-10,Y,35,51,928,21,821,96,191,188,0,1,1,2,1,3,2,7,1,1,2
5107,16-Apr-08,Y,27,67,24,421,126,92,99,191,0,2,1,2,1,2,2,14,2,2,2
5108,14-Jun-10,N,32,97,513,46,470,175,83,96,0,2,3,3,3,4,2,5,2,2,1
5109,24-Oct-10,Y,17,143,952,902,751,86,180,70,1,1,3,3,1,4,2,12,1,1,1
5110,28-Jul-12,Y,33,72,606,179,898,175,122,65,0,1,4,3,2,2,1,6,1,1,1
5111,20-Mar-13,N,8,131,999,245,686,128,50,170,1,1,5,3,1,4,3,17,2,1,2
5112,12-Jan-13,N,33,147,547,668,513,100,79,140,0,2,3,2,1,1,1,24,1,3,2
5113,27-Oct-10,N,29,55,964,35,335,93,59,87,0,1,4,2,1,1,2,0,1,1,1
5114,22-Jul-11,Y,24,140,10,633,8,125,92,182,1,2,5,1,2,2,3,17,2,3,2
5115,30-Apr-12,Y,8,147,305,920,689,157,191,108,1,1,5,1,1,2,2,28,1,2,2
5116,12-Jun-07,N,13,66,947,671,237,113,102,160,1,1,5,3,2,2,3,12,2,1,2
5117,25-Jun-09,N,11,67,198,958,574,133,102,81,1,1,5,1,1,3,3,7,2,2,1
5118,2-Feb-08,N,6,64,378,916,8,128,90,145,1,1,5,1,2,1,2,12,1,3,1
5119,20-Nov-12,N,10,64,290,676,442,80,173,136,1,2,3,3,1,4,1,27,2,2,2
5120,5-May-13,Y,31,62,177,617,345,113,58,169,0,2,3,3,2,2,3,12,2,1,1
5121,17-Jul-10,N,27,143,291,955,929,53,125,174,0,2,2,1,3,4,2,12,1,2,1
5122,27-May-09,Y,32,64,499,658,179,111,126,59,0,1,3,1,3,4,1,28,1,1,1
5123,30-Nov-07,Y,13,149,643,770,393,99,93,182,1,1,3,1,3,3,1,27,1,1,2
5124,26-Dec-07,N,30,105,993,625,507,194,117,90,0,1,4,3,3,3,1,23,2,2,1
5125,8-Apr-09,Y,10,146,214,760,603,62,123,139,1,2,5,3,1,4,1,13,1,3,1
5126,12-Apr-08,N,34,150,414,808,62,160,91,59,0,1,1,2,3,4,2,8,2,1,2
5127,21-Apr-13,N,13,150,97,610,673,67,124,134,1,1,4,2,2,2,1,25,2,3,1
5128,5-Apr-08,Y,36,62,762,260,736,131,112,169,0,1,4,2,1,3,1,18,1,1,1
5129,26-Oct-07,Y,29,81,19,390,244,115,138,98,0,1,3,2,3,4,3,8,2,2,2
5130,17-Aug-08,Y,24,132,941,771,913,81,160,172,1,2,5,1,1,2,3,9,1,1,2
5131,28-Aug-08,Y,27,88,326,959,250,198,131,140,0,1,2,3,3,3,3,20,1,3,1
5132,19-Oct-08,Y,27,79,376,724,7,199,62,145,0,2,3,1,2,1,2,26,1,3,1
5133,1-Jul-10,N,6,52,926,366,285,188,165,129,1,1,5,2,3,3,1,9,2,1,2
5134,5-Aug-13,Y,13,116,741,358,213,191,76,152,1,2,3,1,1,1,3,12,2,1,2
5135,10-Jun-13,N,7,82,178,647,846,64,78,158,1,1,4,3,2,1,2,15,1,2,2
5136,19-Jan-10,Y,8,54,920,426,994,87,174,65,1,2,5,2,3,4,1,21,2,1,1
5137,23-Nov-09,N,29,97,272,285,765,190,146,182,0,1,1,2,3,1,3,26,2,2,1
5138,19-May-10,Y,17,56,639,298,896,58,193,65,1,1,4,2,1,1,3,11,2,2,1
5139,2-Apr-10,N,17,51,210,580,583,93,101,67,1,2,5,1,3,2,3,20,2,3,2
5140,22-Jul-13,N,21,74,841,65,499,128,117,192,1,2,4,2,3,1,2,21,2,1,1
5141,5-May-12,N,8,63,206,137,766,169,85,95,1,1,5,2,2,4,1,29,1,1,2
5142,26-Aug-08,Y,15,63,22,471,867,183,164,148,1,1,5,2,1,1,2,16,1,2,1
5143,14-Aug-12,Y,29,136,881,351,690,120,138,107,0,2,4,1,1,4,1,0,2,1,1
5144,24-Aug-11,N,22,75,702,917,807,144,55,59,1,2,5,3,2,2,3,6,1,3,2
5145,17-Aug-07,Y,15,146,816,76,350,151,57,120,1,2,3,2,2,3,3,21,1,2,2
5146,7-Mar-10,N,13,127,809,125,174,187,187,134,1,1,4,1,3,2,3,21,2,2,1
5147,17-Jul-11,N,24,140,882,428,387,150,183,200,1,2,3,3,2,4,2,29,1,2,1
5148,22-Apr-12,Y,7,60,849,344,185,52,90,56,1,2,3,1,3,2,1,12,1,2,2
5149,13-Apr-08,Y,12,87,561,629,756,158,148,59,1,2,3,2,3,1,2,21,2,3,2
5150,17-Jan-08,Y,29,65,766,728,779,57,148,200,0,2,5,2,2,4,1,13,1,3,2
5151,24-Jul-11,N,26,124,860,618,480,136,130,131,0,1,5,2,2,1,2,23,1,3,2
5152,21-May-08,N,30,101,437,476,789,52,86,69,0,1,2,2,1,1,1,5,1,1,1
5153,14-Apr-11,N,28,129,321,843,392,54,199,68,0,1,2,3,2,2,3,3,2,3,1
5154,31-May-09,Y,22,93,181,336,835,136,196,89,1,2,3,1,3,3,3,6,1,2,1
5155,31-Aug-11,N,31,116,623,905,556,146,57,123,0,1,4,2,2,2,3,2,2,3,2
5156,14-Oct-08,Y,6,100,886,183,663,126,182,100,1,1,5,3,2,4,3,6,1,2,1
5157,4-Jan-10,N,30,85,104,850,258,126,120,85,0,2,2,3,2,4,3,16,2,1,2
5158,27-Oct-10,N,35,63,362,28,550,160,100,147,0,1,5,3,1,4,2,6,1,3,2
5159,6-Apr-11,N,6,110,575,420,859,62,84,62,1,2,3,3,3,4,3,18,2,2,1
5160,2-Jan-08,N,32,63,713,240,947,132,133,100,0,1,3,1,2,3,2,7,1,3,1
5161,1-Mar-12,N,8,102,297,556,622,115,144,70,1,2,5,2,1,2,1,17,1,2,1
5162,11-Dec-07,Y,26,70,576,397,168,123,159,114,0,1,5,3,1,4,3,15,1,2,2
5163,19-Nov-10,N,11,134,139,858,905,144,140,194,1,1,5,3,3,3,1,8,1,2,1
5164,30-Nov-12,N,24,82,777,965,456,50,152,52,1,1,4,2,2,3,3,29,2,2,2
5165,16-Sep-08,N,18,134,521,528,680,165,137,70,1,2,5,1,2,1,2,10,1,3,2
5166,27-Nov-08,N,31,140,866,558,421,196,65,140,0,1,1,3,2,2,3,19,2,3,2
5167,10-Mar-10,Y,27,150,811,535,704,151,182,83,0,1,4,2,2,3,3,2,2,1,1
5168,27-Jan-10,N,13,54,97,479,18,60,52,150,1,2,4,3,1,1,3,29,1,3,2
5169,18-Oct-10,N,14,97,853,197,878,112,91,78,1,2,3,2,2,4,1,12,1,2,2
5170,20-Mar-11,Y,33,148,483,312,326,176,59,76,0,1,1,2,1,4,2,3,1,3,1
5171,16-Oct-07,Y,30,142,859,740,128,200,195,77,0,1,1,3,1,4,3,11,1,2,1
5172,6-Feb-13,Y,31,95,920,438,476,115,76,94,0,2,1,2,2,1,1,0,1,3,1
5173,31-May-08,Y,11,72,668,375,748,137,87,155,1,2,4,2,1,2,2,9,2,1,2
5174,16-Aug-12,Y,27,71,112,170,119,185,164,153,0,1,4,2,3,1,3,21,2,1,1
5175,4-Oct-08,N,36,56,54,533,48,72,135,80,0,2,3,2,3,3,1,14,1,1,1
5176,1-Feb-11,N,11,50,553,875,635,116,108,75,1,1,5,1,3,1,3,26,1,3,2
5177,28-Feb-12,Y,11,111,261,535,545,69,132,67,1,2,5,2,1,4,1,24,1,2,2
5178,8-Jan-09,Y,13,130,787,313,202,183,190,73,1,1,5,1,1,3,2,19,1,3,2
5179,25-Oct-12,Y,31,132,340,932,332,163,77,75,0,1,3,3,3,3,1,18,2,3,1
5180,31-May-12,N,15,139,739,514,981,100,141,193,1,2,5,1,1,2,1,25,1,3,1
5181,10-Aug-11,Y,13,148,136,761,545,178,140,184,1,1,5,1,1,1,3,14,1,3,2
5182,18-Feb-10,N,12,83,812,683,348,95,166,71,1,1,4,2,1,2,2,21,2,2,1
5183,8-Jul-10,Y,6,148,135,914,396,83,174,88,1,2,5,2,1,4,3,8,1,3,2
5184,21-Oct-10,N,14,88,842,38,4,136,94,74,1,1,5,3,1,2,1,27,2,1,1
5185,8-Nov-12,Y,22,65,560,67,713,199,63,151,1,1,5,2,3,1,1,26,2,2,2
5186,23-Feb-13,N,7,103,112,104,451,198,158,67,1,2,5,1,3,2,2,12,1,2,2
5187,2-Jul-07,N,24,116,263,965,937,130,179,84,1,2,4,1,1,4,3,17,1,3,2
5188,10-Feb-09,N,32,99,962,467,763,79,78,168,0,2,2,1,3,4,3,3,1,2,2
5189,14-Mar-13,Y,13,118,133,254,434,50,96,98,1,2,3,3,3,2,2,25,2,2,1
5190,22-Sep-11,N,13,127,987,660,597,136,135,194,1,2,5,3,3,1,1,30,1,1,2
5191,16-Sep-11,N,8,122,525,191,193,118,171,51,1,2,4,3,3,4,1,12,2,3,2
5192,2-Mar-08,Y,19,52,221,403,182,182,52,179,1,1,5,1,2,2,1,16,1,1,2
5193,7-Apr-13,N,25,50,88,137,599,143,97,57,0,2,2,2,2,1,2,13,2,2,1
5194,26-Feb-12,N,23,96,469,116,223,112,168,172,1,1,3,2,3,3,1,25,2,3,2
5195,28-Dec-09,N,16,54,621,339,557,107,112,186,1,1,5,1,3,3,2,24,2,3,1
5196,10-Apr-08,Y,17,86,414,555,461,165,167,182,1,1,3,3,3,4,3,12,1,2,2
5197,12-Apr-10,Y,10,72,104,87,943,86,166,82,1,1,5,1,1,4,3,12,1,1,2
5198,22-Nov-12,N,12,62,118,88,610,107,68,100,1,2,5,2,1,1,2,28,1,1,1
5199,20-Sep-07,Y,17,82,322,859,52,145,182,145,1,1,5,1,2,1,3,9,1,3,2
5200,24-May-12,Y,17,128,34,777,96,88,167,87,1,2,3,3,1,4,3,29,2,3,1
5201,2-Nov-10,Y,19,112,5,126,715,124,101,148,1,1,3,2,1,1,2,20,1,1,1
5202,10-Nov-08,Y,11,122,212,834,272,99,124,161,1,2,4,1,2,4,3,26,1,2,1
5203,29-Nov-07,Y,9,66,992,407,546,80,68,153,1,1,5,1,1,1,3,11,2,3,2
5204,30-Jun-11,Y,13,148,721,264,246,55,64,195,1,2,5,1,3,4,2,29,1,3,2
5205,22-May-08,N,28,80,750,431,807,79,194,126,0,2,4,1,2,1,2,8,1,1,2
5206,19-Mar-10,Y,22,137,271,380,455,175,194,156,1,1,5,3,2,1,2,12,2,1,2
5207,6-Feb-09,Y,28,123,495,558,445,194,134,104,0,2,5,3,1,3,2,21,1,3,2
5208,11-Jan-09,Y,26,69,477,682,280,158,113,66,0,1,4,1,1,2,2,27,2,1,1
5209,31-Mar-13,Y,31,77,918,700,178,99,95,141,0,1,3,3,1,3,2,22,2,3,2
5210,20-Aug-10,N,35,62,323,948,701,167,167,184,0,2,3,1,1,2,1,12,2,1,2
5211,29-Nov-12,Y,30,89,936,113,851,133,176,52,0,1,1,1,3,1,1,17,2,1,1
5212,22-Apr-09,Y,24,126,648,551,108,68,109,94,1,2,5,2,3,3,1,12,2,1,2
5213,15-Mar-08,Y,32,98,776,257,599,95,191,168,0,2,2,3,1,4,3,8,2,2,1
5214,29-Oct-10,N,15,85,597,962,787,129,146,127,1,2,5,3,1,4,2,8,1,2,1
5215,26-Jul-07,N,20,74,692,462,655,100,76,183,1,2,3,3,1,2,1,6,2,1,1
5216,31-Mar-13,N,7,142,106,871,864,183,54,144,1,2,5,2,2,4,1,16,2,1,1
5217,26-May-13,Y,29,91,112,414,771,112,104,195,0,1,2,3,2,4,3,28,1,3,1
5218,1-May-10,N,12,57,937,52,934,64,116,120,1,2,5,1,3,1,2,12,2,1,1
5219,13-Jul-09,N,28,116,823,151,703,174,186,197,0,2,5,2,1,4,1,5,1,2,1
5220,9-Feb-11,N,32,127,216,271,145,131,176,191,0,2,4,3,1,4,1,2,1,2,2
5221,28-Jun-07,Y,21,56,951,191,126,62,133,96,1,2,4,1,2,2,1,7,1,1,2
5222,9-Aug-10,Y,32,109,396,788,318,68,137,71,0,1,1,2,2,3,2,0,2,2,2
5223,25-Oct-10,Y,22,62,129,42,989,51,152,81,1,2,4,1,2,3,3,9,2,3,1
5224,17-Jan-09,N,24,55,256,79,161,91,98,148,1,1,5,2,2,4,3,12,2,1,2
5225,24-Jun-08,N,23,106,81,332,306,79,157,71,1,1,5,2,3,1,3,12,1,1,1
5226,31-Jan-08,Y,31,58,795,117,797,193,101,107,0,2,1,2,3,1,3,22,2,3,1
5227,4-Feb-08,N,10,102,691,116,547,54,106,114,1,2,3,1,2,2,2,12,2,3,2
5228,15-Dec-09,Y,6,135,541,220,194,95,121,176,1,2,3,1,3,4,2,14,1,3,1
5229,31-May-13,Y,11,56,324,440,470,149,134,100,1,2,5,2,3,1,2,6,1,2,1
5230,29-Jan-11,N,13,103,356,873,587,55,193,80,1,1,5,1,1,2,2,11,1,3,2
