age1,salary,Num_Citylived,jobtype,dv_jt_other,dv_jt_govt,dv_jt_biz,dv_jt_pvt,Payer,dv_payer_parents,dv_payer_self,dv_payer_company,ClsRelativesCnt,Travel,dv_travel_low,dv_travel_medium,dv_travel_high,RelativesAbroad,dv_Rel_yes,dv_Rel_No,AvgBill,StdAvgBill
40,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,419.25,-1.501724972
57,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,527.25,-0.429306139
58,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,316.75,-2.519529883
65,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,584.25,0.136692689
22,60000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,454.25,-1.154181832
35,60000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,452,-1.176523891
56,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,613.5,0.427139456
23,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,668,0.968313775
50,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,440.25,-1.293199088
29,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,573.25,0.027464845
31,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,775.75,2.038250156
56,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,408.75,-1.605987914
43,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,771.75,1.99853094
58,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,553.5,-0.168648784
37,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,603.75,0.330323867
62,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,620.5,0.496648084
26,40000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,431.25,-1.382567324
30,60000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,621.75,0.509060339
38,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,600,0.293087102
38,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,495,-0.749542319
22,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,659.25,0.88142799
33,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,571,0.005122786
61,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,621.5,0.506577888
26,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,705,1.335716523
41,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,572.25,0.017535041
28,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,633,0.620770634
42,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,573.25,0.027464845
44,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,772.75,2.008460744
49,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,425.25,-1.442146148
35,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,664.75,0.936041912
65,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,549.5,-0.208368
24,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,351.5,-2.174469194
44,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,497.25,-0.72720026
46,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,562,-0.08424545
27,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,750,1.782557703
62,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,474.5,-0.953103301
36,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,450,-1.196383499
48,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,574.25,0.037394649
64,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,788.25,2.162372707
26,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,422.25,-1.47193556
27,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,690.75,1.194216816
59,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,565.75,-0.047008685
43,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,500.25,-0.697410848
38,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,670.75,0.995620736
53,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,468,-1.017647027
39,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,665,0.938524363
58,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,600.5,0.298052004
42,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,623,0.521472594
50,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,577,0.06470161
54,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,667.75,0.965831324
32,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,675.25,1.040304854
62,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,420.75,-1.486830266
35,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,636.75,0.658007399
50,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,612,0.41224475
24,60000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,694,1.226488679
31,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,561,-0.094175254
45,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,339.25,-2.296109293
54,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,563.75,-0.066868293
45,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,585,0.144140042
50,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,318.25,-2.504635177
55,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,600.25,0.295569553
43,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,621,0.501612986
41,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,683,1.117260835
26,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,628,0.571121614
60,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,620.5,0.496648084
35,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,604,0.332806318
35,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,526.25,-0.439235943
27,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,510.25,-0.598112808
48,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,537,-0.33249055
60,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,428.75,-1.407391834
50,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,691.75,1.20414662
25,40000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,575,0.044842002
40,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,483.25,-0.866217516
41,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,763.75,1.919092508
61,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,543.5,-0.267946824
26,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,629,0.581051418
35,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,617,0.46189377
58,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,527.75,-0.424341237
53,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,593.75,0.231025827
50,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,618,0.471823574
53,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,522,-0.48143761
30,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,701,1.295997307
52,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,462,-1.077225851
43,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,559,-0.114034862
46,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,586.25,0.156552297
57,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,525.25,-0.449165747
29,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,549.25,-0.210850451
35,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,721.75,1.50204074
39,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,510,-0.600595259
63,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,596.25,0.255850337
35,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,557,-0.13389447
50,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,752.75,1.809864664
38,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,438.25,-1.313058696
24,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,606,0.352665926
32,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,702,1.305927111
33,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,474.25,-0.955585752
33,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,624.75,0.538849751
51,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,628.75,0.578568967
42,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,488,-0.819050947
50,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,543,-0.272911726
23,60000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,541.25,-0.290288883
59,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,533.5,-0.367244864
61,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,505.5,-0.645279377
34,60000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,602,0.31294671
42,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,479,-0.908419183
48,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,543.25,-0.270429275
60,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,793.25,2.212021727
32,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,490.25,-0.796708888
34,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,701.75,1.30344466
56,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,564.75,-0.056938489
36,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,619.75,0.489200731
64,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,422.5,-1.469453109
63,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,517.5,-0.526121729
42,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,527.25,-0.429306139
53,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,685.75,1.144567796
56,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,624.25,0.533884849
50,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,476,-0.938208595
33,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,611,0.402314946
52,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,635,0.640630242
36,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,566,-0.044526234
52,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,561,-0.094175254
31,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,700.25,1.288549954
28,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,711.75,1.4027427
50,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,624,0.531402398
40,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,648.25,0.772200145
39,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,607.75,0.370043083
23,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,561.25,-0.091692803
50,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,561.75,-0.086727901
65,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,689.5,1.181804561
64,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,577.25,0.067184061
53,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,680,1.087471423
28,40000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,519.25,-0.508744572
33,60000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,773.75,2.018390548
48,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,523,-0.471507806
63,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,556.25,-0.141341823
32,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,668,0.968313775
53,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,653,0.819366715
39,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,636,0.650560046
37,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,497.25,-0.72720026
55,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,681.25,1.099883678
25,40000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,486,-0.838910555
38,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,555,-0.153754078
58,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,650.25,0.792059754
39,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,576.25,0.057254257
50,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,753.75,1.819794468
55,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,558.5,-0.118999764
24,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,495.25,-0.747059868
45,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,555.75,-0.146306725
59,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,597.5,0.268262592
22,40000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,368.5,-2.005662526
50,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,523.25,-0.469025355
27,60000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,687.75,1.164427404
61,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,540.25,-0.300218687
35,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,497,-0.729682711
35,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,688,1.166909855
32,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,556,-0.143824274
28,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,698,1.266207895
23,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,650,0.789577303
47,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,572.25,0.017535041
31,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,598.25,0.275709945
64,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,509.25,-0.608042612
25,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,659,0.878945539
52,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,573,0.024982394
47,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,494.25,-0.756989672
47,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,697.75,1.263725444
31,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,725,1.534312603
65,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,628.25,0.573604065
62,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,623.5,0.526437496
33,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,458.25,-1.114462616
49,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,646,0.749858086
41,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,513,-0.570805847
61,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,437.5,-1.320506049
30,60000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,619,0.481753378
39,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,653,0.819366715
52,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,525,-0.451648198
44,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,469,-1.007717223
62,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,740.25,1.685742114
61,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,576.75,0.062219159
50,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,651.75,0.80695446
61,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,422.5,-1.469453109
35,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,633,0.620770634
39,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,439.25,-1.303128892
65,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,699.25,1.27862015
26,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,549.25,-0.210850451
35,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,662,0.908734951
60,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,424.75,-1.44711105
61,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,673.25,1.020445246
62,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,629.5,0.58601632
39,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,611,0.402314946
43,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,519.25,-0.508744572
35,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,684.75,1.134637992
41,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,668,0.968313775
33,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,595,0.243438082
50,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,380.25,-1.888987329
50,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,609.75,0.389902691
63,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,641.5,0.705173968
32,60000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,788.75,2.167337609
38,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,553,-0.173613686
46,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,599,0.283157298
29,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,668,0.968313775
60,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,600.5,0.298052004
40,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,644,0.729998478
50,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,562,-0.08424545
51,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,657.75,0.866533284
29,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,807.75,2.356003885
57,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,503.5,-0.665138985
46,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,576.75,0.062219159
59,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,558.5,-0.118999764
25,60000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,635.75,0.648077595
52,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,580.75,0.101938375
25,40000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,470.25,-0.995304968
38,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,556,-0.143824274
59,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,573.75,0.032429747
62,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,507.25,-0.62790222
48,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,498,-0.719752907
24,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,623.25,0.523955045
29,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,563,-0.074315646
57,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,453.5,-1.161629185
22,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,657,0.859085931
37,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,550,-0.203403098
54,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,528.75,-0.414411433
28,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,570.25,-0.002324567
41,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,558,-0.123964666
29,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,669,0.978243579
36,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,755.75,1.839654076
53,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,543,-0.272911726
25,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,701,1.295997307
53,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,558,-0.123964666
35,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,627,0.56119181
55,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,609.5,0.38742024
32,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,429.25,-1.402426932
40,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,709,1.375435739
63,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,489.75,-0.80167379
46,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,482,-0.878629771
52,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,478,-0.918348987
62,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,506.5,-0.635349573
23,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,561,-0.094175254
34,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,474.25,-0.955585752
32,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,656.75,0.85660348
22,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,612.25,0.414727201
25,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,602.25,0.315429161
50,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,466.25,-1.035024184
65,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,656.25,0.851638578
58,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,535.5,-0.347385256
64,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,459.75,-1.09956791
63,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,701.25,1.298479758
28,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,621,0.501612986
47,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,603,0.322876514
27,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,664.25,0.93107701
37,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,641,0.700209066
58,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,489.75,-0.80167379
64,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,681.25,1.099883678
