master_id,Responder,Age,Channel,FS_code,Marital_status,Gender,Prosperity_Index,WSI,IncomeGrp,No of prod1,MSL_prod1,MR_prod,LifeStage,No of prod2,MSL_prod2,num_of_cars,Family_doctor
11532,0,49,Broker,E,No,Male,High,1,3,6,12,Life,High,4,27,4,1
11533,0,60,Broker,E,Other,Male,High,1,2,4,11,Life,High,7,8,0,0
11534,0,49,Broker,E,Other,Male,Medium,2,1,9,2,Life,Medium,1,11,4,1
11535,0,47,Broker,E,Yes,Male,Medium,2,3,1,30,Life,Medium,5,21,2,0
11536,0,33,Broker,E,No,Male,Medium,2,3,3,24,Life,Medium,1,14,0,0
11537,0,48,Broker,E,Yes,Male,Medium,2,2,6,6,Life,Medium,4,34,2,0
11538,0,58,Broker,E,Yes,Male,Low,3,3,2,13,Life,Low,3,28,4,0
11539,0,47,Broker,E,No,Male,Medium,2,2,4,6,Life,Medium,6,12,3,1
11540,0,43,Broker,E,Other,Male,Low,3,3,1,33,Life,Low,5,30,0,0
11541,0,56,Broker,E,Yes,Male,Low,3,2,10,18,Life,Low,7,32,1,0
11542,0,35,Broker,E,No,Male,Medium,2,3,6,3,Life,Medium,10,14,1,1
11543,0,45,Broker,E,Other,Male,Medium,2,2,9,2,Life,Medium,9,24,1,1
11544,0,57,Broker,E,No,Male,Medium,2,1,3,8,Life,Medium,6,3,4,0
11545,0,35,Broker,E,Yes,Male,Low,3,3,5,36,Life,Low,8,36,1,1
11546,0,20,Broker,E,No,Male,High,1,3,2,17,Life,High,7,20,0,1
11547,0,30,Broker,E,Other,Male,Low,3,1,1,36,Life,Low,7,20,1,0
11548,0,53,Broker,E,Other,Male,Low,3,1,4,7,Life,Low,9,24,4,0
11549,0,45,Broker,E,No,Male,Medium,2,3,8,25,Life,Medium,6,17,3,0
11550,0,50,Broker,E,Other,Male,High,1,2,7,32,Life,High,3,35,0,0
11551,0,25,Broker,E,Other,Male,Medium,2,1,2,24,Life,Medium,4,1,4,0
11552,0,24,Broker,E,Yes,Male,Low,3,3,8,13,Life,Low,8,10,2,1
11553,0,46,Broker,E,No,Male,High,1,1,8,4,Life,High,8,15,0,1
11554,0,51,Broker,E,Other,Male,Low,3,2,7,14,Life,Low,2,3,1,0
11555,0,55,Broker,E,Other,Male,High,1,2,2,16,Life,High,9,34,3,0
11556,0,55,Broker,E,No,Male,Medium,2,1,7,14,Life,Medium,4,11,4,0
11557,0,58,Broker,E,No,Male,Medium,2,3,4,12,Life,Medium,9,32,0,1
11558,0,34,Broker,E,Yes,Male,High,1,3,7,4,Life,High,2,30,2,1
11559,0,22,Broker,E,Other,Male,Low,3,1,6,23,Life,Low,3,18,3,1
11560,0,40,Broker,E,Other,Male,Medium,2,1,3,11,Life,Medium,5,35,4,0
11561,0,45,Broker,E,Yes,Male,Low,3,3,8,19,Life,Low,1,11,3,0
11562,0,45,Broker,E,Yes,Male,Low,3,3,2,6,Life,Low,1,23,1,0
11563,0,38,Broker,E,Yes,Male,Medium,2,2,5,2,Life,Medium,5,22,4,1
11564,0,46,Broker,E,Yes,Male,Low,3,1,1,11,Life,Low,8,21,3,0
11565,0,34,Broker,E,Other,Male,High,1,3,7,11,Life,High,7,34,1,1
11566,0,37,Broker,E,Other,Male,Medium,2,3,10,30,Life,Medium,8,18,2,1
11567,0,55,Broker,E,Other,Male,Low,3,3,2,28,Life,Low,1,18,1,0
11568,0,41,Broker,E,Yes,Male,High,1,3,5,21,Life,High,1,20,0,0
11569,0,38,Broker,E,Other,Male,High,1,1,3,9,Life,High,8,22,4,0
11570,0,52,Broker,E,Other,Male,Medium,2,2,8,13,Life,Medium,4,3,2,1
11571,0,32,Broker,E,No,Male,Low,3,1,9,26,Life,Low,3,20,3,1
11572,0,54,Broker,E,Other,Male,Low,3,1,4,11,Life,Low,5,31,2,1
11573,0,20,Broker,E,Other,Male,Medium,2,1,2,11,Life,Medium,2,31,4,1
11574,0,50,Broker,E,No,Male,Low,3,2,10,32,Life,Low,9,6,4,0
11575,0,54,Broker,E,Other,Male,High,1,1,7,10,Life,High,3,29,0,1
11576,0,33,Broker,E,Other,Male,Medium,2,1,1,32,Life,Medium,5,15,4,0
11577,0,36,Broker,E,Yes,Male,Medium,2,3,9,36,Life,Medium,6,20,2,1
11578,0,50,Broker,E,Yes,Male,High,1,3,1,32,Life,High,5,35,3,0
11579,0,37,Broker,E,Other,Male,Medium,2,2,5,29,Life,Medium,3,28,3,0
11580,0,27,Broker,E,Yes,Male,Medium,2,3,6,6,Life,Medium,4,14,1,0
11581,0,59,Broker,E,Yes,Male,Low,3,3,1,7,Life,Low,9,11,3,1
11582,0,41,Broker,E,Other,Male,Medium,2,1,10,2,Life,Medium,7,16,2,1
11583,0,22,Broker,E,Other,Male,Medium,2,1,4,21,Life,Medium,3,7,2,1
11584,0,33,Broker,E,Yes,Male,Low,3,3,8,24,Life,Low,5,28,3,0
11585,0,50,Broker,E,Other,Male,Low,3,3,3,29,Life,Low,7,1,2,0
11586,0,44,Broker,E,No,Male,Medium,2,3,3,16,Life,Medium,10,23,4,0
11587,0,49,Broker,E,Other,Male,Medium,2,1,8,30,Life,Medium,5,28,0,0
11588,0,28,Broker,E,Other,Male,Medium,2,3,7,22,Life,Medium,4,24,3,1
11589,0,53,Broker,E,No,Male,Medium,2,1,7,2,Life,Medium,5,35,1,0
11590,0,38,Broker,E,No,Male,High,1,1,10,2,Life,High,4,31,4,0
11591,0,33,Broker,E,Yes,Male,Low,3,2,8,5,Life,Low,8,23,0,1
11592,0,32,Broker,E,Yes,Male,High,1,2,8,6,Life,High,6,5,1,1
11593,0,49,Broker,E,Other,Male,Medium,2,2,3,24,Life,Medium,2,33,0,1
11594,0,45,Broker,E,No,Male,Low,3,2,7,30,Life,Low,1,19,1,1
11595,0,50,Broker,E,Other,Male,Medium,2,3,2,5,Life,Medium,5,8,3,0
11596,0,49,Broker,E,Yes,Male,High,1,1,10,10,Life,High,1,33,1,1
11597,0,56,Broker,E,No,Male,Medium,2,1,3,1,Life,Medium,7,26,0,0
11598,0,52,Broker,E,No,Male,Low,3,1,3,32,Life,Low,8,20,2,0
11599,0,24,Broker,E,Yes,Male,Medium,2,2,10,31,Life,Medium,7,35,1,1
11600,0,59,Broker,E,No,Male,High,1,2,9,35,Life,High,9,17,1,1
11601,0,58,Broker,E,Other,Male,Medium,2,3,2,16,Life,Medium,8,26,2,0
11602,0,22,Broker,E,Other,Male,High,1,1,4,3,Life,High,2,31,2,0
11603,0,60,Broker,E,No,Male,High,1,1,6,3,Life,High,7,20,0,0
11604,0,47,Broker,E,Other,Male,Medium,2,3,1,34,Life,Medium,2,9,0,1
11605,0,22,Broker,E,Yes,Male,Medium,2,2,5,21,Life,Medium,3,3,0,0
11606,0,60,Broker,E,No,Male,High,1,2,2,32,Life,High,2,33,4,0
11607,0,57,Broker,E,Yes,Male,High,1,2,10,11,Life,High,4,11,1,1
11608,0,36,Broker,E,Yes,Male,Low,3,1,1,19,Life,Low,5,20,4,0
11609,0,22,Broker,E,Other,Male,Low,3,2,2,30,Life,Low,1,29,2,0
11610,0,37,Broker,E,No,Male,Low,3,3,4,2,Life,Low,8,32,0,1
11611,0,39,Broker,E,No,Male,Medium,2,1,1,30,Life,Medium,8,30,4,1
11612,0,38,Broker,E,Yes,Male,High,1,1,3,23,Life,High,8,9,0,1
11613,0,40,Broker,E,Yes,Male,Low,3,2,8,4,Life,Low,2,32,3,0
11614,0,57,Broker,E,Other,Male,Medium,2,2,10,14,Life,Medium,10,29,2,0
11615,0,59,Broker,E,Other,Male,Low,3,2,2,14,Life,Low,9,16,2,1
11616,0,31,Broker,E,Yes,Male,Medium,2,3,2,26,Life,Medium,3,10,4,0
11617,0,35,Broker,E,Other,Male,High,1,2,3,27,Life,High,6,22,2,1
11618,0,29,Broker,E,No,Male,Low,3,1,1,12,Life,Low,4,35,0,0
11619,0,23,Broker,E,No,Male,High,1,2,5,9,Life,High,10,7,1,1
11620,0,28,Broker,E,No,Male,High,1,1,10,25,Life,High,5,13,3,0
11621,0,45,Broker,E,No,Male,Low,3,1,9,22,Life,Low,8,26,4,1
11622,0,39,Broker,E,Other,Male,Low,3,3,6,29,Life,Low,9,14,3,0
11623,0,33,Broker,E,Yes,Male,Low,3,1,4,4,Life,Low,2,22,1,1
11624,0,36,Broker,E,Other,Male,High,1,1,10,34,Life,High,9,20,4,0
11625,0,40,Broker,E,No,Male,Medium,2,2,2,2,Life,Medium,4,15,4,0
11626,0,51,Broker,E,No,Male,High,1,1,4,16,Life,High,3,15,4,0
11627,0,38,Broker,E,Other,Male,Low,3,1,4,7,Life,Low,10,22,3,0
11628,0,60,Broker,E,No,Male,High,1,1,4,21,Life,High,4,25,1,0
11629,0,58,Broker,E,No,Male,High,1,2,7,33,Life,High,8,20,0,0
11630,0,43,Broker,E,Other,Male,Medium,2,3,9,34,Life,Medium,6,26,4,1
11631,0,53,Broker,E,No,Male,High,1,3,9,29,Life,High,9,18,1,0
11632,0,48,Broker,E,No,Male,Medium,2,1,1,17,Life,Medium,9,11,0,1
11633,0,38,Broker,E,Yes,Male,High,1,2,3,1,Life,High,6,17,2,0
11634,0,46,Broker,E,Other,Male,Medium,2,3,2,13,Life,Medium,10,12,0,1
11635,0,22,Broker,E,Other,Male,High,1,1,5,12,Life,High,4,31,0,0
11636,0,34,Broker,E,Other,Male,Medium,2,1,8,7,Life,Medium,4,13,4,1
11637,0,36,Broker,E,Other,Male,High,1,2,2,24,Life,High,3,1,1,1
11638,0,35,Broker,E,No,Male,Low,3,3,8,4,Life,Low,5,6,2,0
11639,0,25,Broker,E,No,Male,Medium,2,2,9,15,Life,Medium,9,22,0,1
11640,0,46,Broker,E,Yes,Male,High,1,3,7,34,Life,High,2,9,0,0
11641,0,44,Broker,E,Other,Male,High,1,1,2,32,Life,High,4,11,3,0
11642,0,21,Broker,E,Other,Male,High,1,1,5,24,Life,High,1,12,2,0
11643,0,21,Broker,E,No,Male,Medium,2,3,5,34,Life,Medium,10,34,3,1
11644,0,36,Broker,E,No,Male,Low,3,3,7,2,Life,Low,3,20,3,1
11645,0,25,Broker,E,Yes,Male,Medium,2,2,4,19,Life,Medium,8,13,3,1
11646,0,41,Broker,E,No,Male,Low,3,2,5,35,Life,Low,8,12,4,0
11647,0,30,Broker,E,Other,Male,Medium,2,2,9,3,Life,Medium,6,34,1,1
11648,0,55,Broker,E,No,Male,Low,3,2,9,32,Life,Low,8,12,0,1
11649,0,57,Broker,E,Yes,Male,High,1,2,2,23,Life,High,1,13,1,0
11650,0,50,Broker,E,No,Male,High,1,1,4,2,Life,High,6,28,2,1
11651,0,42,Broker,E,Other,Male,High,1,1,1,8,Life,High,7,23,3,0
11652,0,60,Broker,E,No,Male,Medium,2,1,1,12,Life,Medium,1,32,3,1
11653,0,33,Broker,E,No,Male,Medium,2,3,4,12,Life,Medium,6,22,3,1
11654,0,58,Broker,E,Other,Male,Medium,2,1,10,8,Life,Medium,10,27,2,1
11655,0,36,Broker,E,No,Male,Medium,2,1,2,4,Life,Medium,4,27,2,0
11656,0,30,Broker,E,No,Male,Medium,2,3,10,21,Life,Medium,7,2,2,1
11657,0,50,Broker,E,Other,Male,Low,3,2,3,12,Life,Low,7,10,1,1
11658,0,32,Broker,E,Other,Male,Medium,2,1,3,18,Life,Medium,3,13,0,1
11659,0,34,Broker,E,Other,Male,Low,3,3,9,24,Life,Low,8,24,1,1
11660,0,59,Broker,E,Other,Male,High,1,3,2,3,Life,High,6,17,2,0
11661,0,26,Broker,E,No,Male,High,1,3,5,36,Life,High,2,14,4,0
11662,0,39,Broker,E,No,Male,Medium,2,2,10,33,Life,Medium,7,31,3,1
11663,0,26,Broker,E,Other,Male,Low,3,2,3,31,Life,Low,2,35,1,1
11664,0,51,Broker,E,No,Male,Low,3,3,9,27,Life,Low,9,16,2,1
11665,0,30,Broker,E,Yes,Male,High,1,1,3,35,Life,High,5,2,1,1
11666,0,23,Broker,E,No,Male,High,1,1,4,1,Life,High,7,25,4,0
11667,0,41,Broker,E,Other,Male,Low,3,2,6,15,Life,Low,3,12,4,1
11668,0,35,Broker,E,No,Male,Medium,2,1,10,17,Life,Medium,10,9,0,1
11669,0,51,Broker,E,No,Male,Medium,2,1,3,36,Life,Medium,1,2,3,1
11670,0,29,Broker,E,No,Male,High,1,1,2,9,Life,High,4,12,4,1
11671,0,57,Broker,E,No,Male,Low,3,1,9,7,Life,Low,10,27,4,0
11672,0,26,Broker,E,Other,Male,Low,3,3,10,5,Life,Low,10,33,2,1
11673,0,44,Broker,E,Other,Male,Low,3,2,2,7,Life,Low,6,24,1,0
11674,0,33,Broker,E,No,Male,Medium,2,1,6,3,Life,Medium,2,9,1,1
11675,0,26,Broker,E,No,Male,High,1,2,5,29,Life,High,1,4,0,1
11676,0,23,Broker,E,Yes,Male,Low,3,2,8,12,Life,Low,7,5,0,1
11677,0,35,Broker,E,Other,Male,Medium,2,3,4,8,Life,Medium,3,20,4,1
11678,0,21,Broker,E,Yes,Male,Low,3,2,3,12,Life,Low,5,5,0,1
11679,0,31,Broker,E,Other,Male,Low,3,1,1,15,Life,Low,2,13,4,0
11680,0,55,Broker,E,No,Male,High,1,3,1,7,Life,High,7,6,1,1
11681,0,24,Broker,E,Other,Male,Low,3,3,8,17,Life,Low,8,14,1,1
11682,0,29,Broker,E,Other,Male,High,1,2,5,12,Life,High,9,35,2,0
11683,0,43,Broker,E,Other,Male,Medium,2,1,5,19,Life,Medium,4,13,4,0
11684,0,29,Broker,E,No,Male,Low,3,2,2,6,Life,Low,3,16,2,1
11685,0,50,Broker,E,Yes,Male,Medium,2,1,3,10,Life,Medium,5,29,3,1
11686,0,33,Broker,E,Other,Male,High,1,3,9,10,Life,High,4,10,1,0
11687,0,51,Broker,E,Yes,Male,Low,3,1,5,14,Life,Low,9,13,2,1
11688,0,31,Broker,E,Other,Male,High,1,3,2,35,Life,High,6,36,4,0
11689,0,51,Broker,E,Yes,Male,High,1,3,7,13,Life,High,3,31,2,1
11690,0,33,Broker,E,Other,Male,Low,3,2,10,3,Life,Low,3,19,0,0
11691,0,43,Broker,E,Yes,Male,High,1,1,3,9,Life,High,8,24,0,1
11692,0,35,Broker,E,No,Male,Medium,2,2,1,13,Life,Medium,7,6,4,0
11693,0,39,Broker,E,Other,Male,Low,3,1,7,15,Life,Low,5,36,4,0
11694,0,55,Broker,E,No,Male,Medium,2,1,9,9,Life,Medium,4,30,2,1
11695,0,48,Broker,E,No,Male,Low,3,3,1,22,Life,Low,8,22,2,0
11696,0,41,Broker,E,Yes,Male,High,1,2,2,2,Life,High,9,4,1,0
11697,0,41,Broker,E,Yes,Male,Low,3,2,8,26,Life,Low,10,3,4,0
11698,0,55,Broker,E,Other,Male,Medium,2,1,6,23,Life,Medium,3,27,0,1
11699,0,40,Broker,E,No,Male,Low,3,2,9,24,Life,Low,2,2,1,1
11700,0,46,Broker,E,No,Male,Low,3,2,7,1,Life,Low,2,4,0,1
11701,0,53,Broker,E,Other,Male,Medium,2,3,6,7,Life,Medium,2,13,4,0
11702,0,25,Broker,E,Yes,Male,Medium,2,3,3,32,Life,Medium,8,3,3,0
11703,0,40,Broker,E,Other,Male,Medium,2,1,4,9,Life,Medium,9,33,3,0
11704,0,32,Broker,E,Other,Male,High,1,2,10,13,Life,High,5,7,3,1
11705,0,57,Broker,E,Yes,Male,Low,3,3,6,4,Life,Low,2,10,1,1
11706,0,25,Broker,E,No,Male,Low,3,1,4,5,Life,Low,6,11,4,1
11707,0,59,Broker,E,Other,Male,High,1,2,2,20,Life,High,5,1,0,0
11708,0,48,Broker,E,No,Male,Medium,2,3,6,30,Life,Medium,6,2,2,0
11709,0,51,Broker,E,Yes,Male,Medium,2,1,9,12,Life,Medium,3,36,2,1
11710,0,32,Broker,E,Other,Male,High,1,3,2,34,Life,High,5,35,2,1
11711,0,34,Broker,E,No,Male,Medium,2,3,2,34,Life,Medium,8,3,2,1
11712,0,29,Broker,E,Yes,Male,High,1,1,7,31,Life,High,6,15,4,1
11713,0,23,Broker,E,No,Male,Low,3,1,6,34,Life,Low,7,21,3,1
11714,0,39,Broker,E,No,Male,High,1,2,6,14,Life,High,5,24,1,1
11715,0,56,Broker,E,Other,Male,High,1,1,6,19,Life,High,1,18,4,1
11716,0,49,Broker,E,Other,Male,High,1,2,5,31,Life,High,9,27,4,1
11717,0,24,Broker,E,Other,Male,Medium,2,2,1,14,Life,Medium,4,2,3,0
11718,0,46,Broker,E,No,Male,High,1,2,8,15,Life,High,9,36,1,1
11719,0,23,Broker,E,No,Male,Medium,2,1,3,23,Life,Medium,10,4,4,0
11720,0,47,Broker,E,No,Male,Low,3,1,6,13,Life,Low,5,1,2,1
11721,0,43,Broker,E,No,Male,Medium,2,1,2,19,Life,Medium,1,7,0,0
11722,0,54,Broker,E,Other,Male,Medium,2,1,10,5,Life,Medium,6,36,4,0
11723,0,28,Broker,E,Yes,Male,Medium,2,2,4,27,Life,Medium,1,2,2,1
11724,0,31,Broker,E,No,Male,High,1,3,2,35,Life,High,6,30,3,1
11725,0,45,Broker,E,Other,Male,Medium,2,1,6,3,Life,Medium,8,31,4,0
11726,0,22,Broker,E,Yes,Male,Medium,2,2,1,16,Life,Medium,6,29,2,0
11727,0,25,Broker,E,Other,Male,High,1,3,3,19,Life,High,3,16,0,0
11728,0,27,Broker,E,Yes,Male,Medium,2,1,10,3,Life,Medium,4,35,2,1
11729,0,48,Broker,E,No,Male,Medium,2,2,8,34,Life,Medium,3,1,0,0
11730,0,36,Broker,E,Other,Male,High,1,1,1,12,Life,High,10,23,3,0
11731,0,22,Broker,E,No,Male,Medium,2,1,7,3,Life,Medium,5,8,4,1
11732,0,57,Broker,E,Yes,Male,Low,3,3,7,31,Life,Low,5,33,2,0
11733,0,38,Broker,E,No,Male,Low,3,1,2,27,Life,Low,4,3,3,0
11734,0,25,Broker,E,No,Male,Medium,2,2,1,5,Life,Medium,3,11,3,1
11735,0,23,Broker,E,Yes,Male,High,1,3,4,2,Life,High,8,8,1,0
11736,0,42,Broker,E,Yes,Male,High,1,1,8,32,Life,High,1,10,4,1
11737,0,34,Broker,E,No,Male,Low,3,1,9,17,Life,Low,2,14,4,1
11738,0,37,Broker,E,Yes,Male,Low,3,1,5,17,Life,Low,8,4,2,0
11739,0,38,Broker,E,Yes,Male,High,1,1,3,20,Life,High,3,18,0,0
11740,0,55,Broker,E,No,Male,Medium,2,1,10,19,Life,Medium,1,18,3,0
11741,0,41,Broker,E,Other,Male,Medium,2,3,2,30,Life,Medium,2,3,2,1
11742,0,47,Broker,E,No,Male,Medium,2,1,4,36,Life,Medium,7,25,0,0
11743,0,52,Broker,E,Yes,Male,High,1,2,7,20,Life,High,2,12,3,0
11744,0,46,Broker,E,No,Male,High,1,1,4,10,Life,High,5,25,3,0
11745,0,33,Broker,E,No,Male,Low,3,2,1,27,Life,Low,2,9,4,1
11746,0,26,Broker,E,Yes,Male,High,1,1,9,22,Life,High,8,33,3,0
11747,0,21,Broker,E,Other,Male,Medium,2,1,8,26,Life,Medium,5,31,2,1
11748,0,60,Broker,E,Yes,Male,Medium,2,1,10,20,Life,Medium,9,27,1,0
11749,0,32,Broker,E,Yes,Male,Low,3,1,3,8,Life,Low,4,11,3,1
11750,0,58,Broker,E,Yes,Male,High,1,2,7,6,Life,High,8,24,1,0
11751,0,36,Broker,E,Other,Male,Low,3,3,5,25,Life,Low,9,16,2,0
11752,0,27,Broker,E,Other,Male,High,1,2,1,17,Life,High,4,36,4,0
11753,0,41,Broker,E,No,Male,Low,3,3,3,14,Life,Low,8,4,0,0
11754,0,42,Broker,E,Yes,Male,Low,3,1,9,33,Life,Low,4,36,4,0
11755,0,27,Broker,E,Other,Male,High,1,2,6,2,Life,High,7,24,0,1
11756,0,50,Broker,E,Other,Male,High,1,1,1,36,Life,High,10,35,3,0
11757,0,41,Broker,E,Yes,Male,Low,3,1,10,12,Life,Low,9,12,1,0
11758,0,27,Broker,E,No,Male,Medium,2,3,9,4,Life,Medium,1,12,0,1
11759,0,49,Broker,E,Yes,Male,High,1,3,9,30,Life,High,2,29,3,0
11760,0,21,Broker,E,No,Male,Medium,2,1,6,19,Life,Medium,2,6,2,1
11761,0,40,Broker,E,No,Male,Medium,2,2,6,9,Life,Medium,10,4,2,0
11762,0,23,Broker,E,No,Male,Medium,2,2,1,33,Life,Medium,3,15,3,0
11763,0,54,Broker,E,Other,Male,Low,3,1,6,28,Life,Low,10,7,4,0
11764,0,20,Broker,E,Other,Male,High,1,1,2,24,Life,High,7,21,2,1
11765,0,32,Broker,E,Yes,Male,Medium,2,3,6,22,Life,Medium,4,33,2,0
11766,0,23,Broker,E,Yes,Male,Medium,2,2,1,25,Life,Medium,1,26,4,0
11767,0,55,Broker,E,Yes,Male,Low,3,1,6,27,Life,Low,5,10,2,1
11768,0,40,Broker,E,Other,Male,High,1,3,3,25,Life,High,8,16,4,1
11769,0,46,Broker,E,Yes,Male,High,1,3,8,17,Life,High,3,7,3,0
11770,0,23,Broker,E,No,Male,Medium,2,2,6,28,Life,Medium,6,36,2,0
11771,0,46,Broker,E,Yes,Male,High,1,3,10,2,Life,High,8,25,0,0
11772,0,31,Broker,E,No,Male,Low,3,1,4,22,Life,Low,7,11,2,1
11773,0,42,Broker,E,No,Male,High,1,1,5,36,Life,High,7,3,4,0
11774,0,36,Broker,E,Other,Male,High,1,2,1,12,Life,High,8,33,1,0
11775,0,33,Broker,E,No,Male,High,1,3,6,10,Life,High,10,18,0,0
11776,0,46,Broker,E,No,Male,Low,3,2,2,5,Life,Low,1,34,0,1
11777,0,22,Broker,E,No,Male,Low,3,3,10,20,Life,Low,6,23,3,0
11778,0,23,Broker,E,Yes,Male,Low,3,3,9,18,Life,Low,5,34,1,0
11779,0,35,Broker,E,No,Male,Low,3,1,9,10,Life,Low,9,6,3,0
11780,0,58,Broker,E,Yes,Male,High,1,1,5,24,Life,High,6,16,4,0
11781,0,35,Broker,E,Yes,Male,Medium,2,3,10,16,Life,Medium,10,30,2,1
11782,0,55,Broker,E,No,Male,Low,3,3,1,18,Life,Low,10,27,4,0
11783,0,22,Broker,E,No,Male,High,1,3,5,25,Life,High,10,19,2,0
11784,0,29,Broker,E,Yes,Male,High,1,3,4,29,Life,High,6,15,0,1
11785,0,25,Broker,E,Other,Male,Medium,2,1,9,24,Life,Medium,5,25,2,1
11786,0,33,Broker,E,No,Male,Low,3,2,6,6,Life,Low,8,28,1,0
11787,0,49,Broker,E,Other,Male,Low,3,2,5,32,Life,Low,9,29,0,1
11788,0,59,Broker,E,No,Male,Low,3,3,9,30,Life,Low,3,2,3,0
11789,0,25,Broker,E,No,Male,High,1,1,10,9,Life,High,8,20,3,0
11790,0,59,Broker,E,No,Male,Low,3,1,8,2,Life,Low,1,19,2,0
11791,0,32,Broker,E,No,Male,Medium,2,3,10,3,Life,Medium,1,5,3,0
11792,0,47,Broker,E,No,Male,High,1,1,3,20,Life,High,6,2,0,1
11793,0,34,Broker,E,Yes,Male,Medium,2,1,5,13,Life,Medium,2,20,0,0
11794,0,30,Broker,E,Other,Male,Low,3,1,7,13,Life,Low,6,11,3,0
11795,0,29,Broker,E,No,Male,Medium,2,3,1,36,Life,Medium,2,32,4,0
11796,0,56,Broker,E,Other,Male,High,1,3,5,1,Life,High,6,13,0,1
11797,0,58,Broker,E,No,Male,Low,3,1,9,33,Life,Low,5,36,1,0
11798,0,46,Broker,E,No,Male,Low,3,1,10,10,Life,Low,7,8,0,0
11799,0,36,Broker,E,Other,Male,Low,3,1,5,14,Life,Low,7,14,0,1
11800,0,43,Broker,E,Other,Male,High,1,3,1,14,Life,High,2,8,1,1
11801,0,57,Broker,E,No,Male,High,1,3,6,31,Life,High,7,7,2,1
11802,0,25,Broker,E,Other,Male,High,1,2,2,34,Life,High,9,10,1,1
11803,0,46,Broker,E,Yes,Male,Low,3,2,10,29,Life,Low,10,3,2,1
11804,0,24,Broker,E,No,Male,High,1,2,2,10,Life,High,2,26,0,1
11805,0,59,Broker,E,No,Male,Low,3,1,3,5,Life,Low,8,30,2,0
11806,0,36,Broker,E,Yes,Male,High,1,3,9,2,Life,High,9,9,1,1
11807,0,58,Broker,E,Other,Male,Low,3,1,9,16,Life,Low,6,31,2,0
11808,0,45,Broker,E,No,Male,Low,3,2,4,29,Life,Low,4,17,3,1
11809,0,20,Broker,E,Yes,Male,Low,3,3,8,5,Life,Low,1,8,0,0
11810,0,26,Broker,E,No,Male,High,1,3,1,8,Life,High,9,7,3,1
11811,0,26,Broker,E,Other,Male,Medium,2,3,6,14,Life,Medium,2,14,0,0
11812,0,38,Broker,E,No,Male,Low,3,2,4,34,Life,Low,2,35,1,0
11813,0,46,Broker,E,Yes,Male,Medium,2,3,4,22,Life,Medium,1,17,2,1
11814,0,36,Broker,E,Yes,Male,Low,3,1,5,24,Life,Low,3,30,1,1
11815,0,20,Broker,E,Yes,Male,Low,3,2,8,25,Life,Low,2,23,4,0
11816,0,28,Broker,E,No,Male,Medium,2,1,5,34,Life,Medium,5,19,2,1
11817,0,29,Broker,E,Other,Male,High,1,2,4,35,Life,High,2,35,1,0
11818,0,45,Broker,E,Other,Male,High,1,3,5,22,Life,High,3,23,3,0
11819,0,22,Broker,E,No,Male,Medium,2,3,7,19,Life,Medium,3,14,2,1
11820,0,55,Broker,E,No,Male,Medium,2,2,2,4,Life,Medium,4,31,0,1
11821,0,56,Broker,E,No,Male,High,1,1,1,23,Life,High,3,7,1,1
11822,0,55,Broker,E,Yes,Male,Medium,2,3,5,3,Life,Medium,1,16,2,0
11823,0,51,Broker,E,Yes,Male,Medium,2,2,2,5,Life,Medium,4,32,2,0
11824,0,52,Broker,E,Yes,Male,Medium,2,1,8,8,Life,Medium,6,3,1,0
11825,0,54,Broker,E,No,Male,Low,3,1,9,1,Life,Low,6,35,0,0
11826,0,24,Broker,E,No,Male,High,1,1,10,7,Life,High,7,5,2,0
11827,0,45,Broker,E,Yes,Male,High,1,3,1,4,Life,High,9,18,1,0
11828,0,28,Broker,E,No,Male,Low,3,3,5,23,Life,Low,2,6,2,0
11829,0,51,Broker,E,Yes,Male,Low,3,3,6,13,Life,Low,3,5,2,1
11830,0,32,Broker,E,Yes,Male,Low,3,2,1,13,Life,Low,5,8,2,1
11831,0,23,Broker,E,No,Male,Low,3,2,9,2,Life,Low,2,24,4,0
11832,0,43,Broker,E,No,Male,High,1,1,6,14,Life,High,3,2,1,0
11833,0,36,Broker,E,Other,Male,High,1,3,6,3,Life,High,8,6,0,1
11834,0,33,Broker,E,Yes,Male,Low,3,2,7,14,Life,Low,8,23,1,0
11835,0,32,Broker,E,Other,Male,High,1,3,6,19,Life,High,9,12,1,1
11836,0,28,Broker,E,No,Male,High,1,1,9,12,Life,High,9,3,2,0
11837,0,53,Broker,E,No,Male,Low,3,3,3,26,Life,Low,7,4,4,0
11838,0,31,Broker,E,No,Male,Medium,2,2,2,1,Life,Medium,3,7,4,0
11839,0,38,Broker,E,Other,Male,Low,3,1,5,34,Life,Low,7,9,4,1
11840,0,58,Broker,E,Yes,Male,High,1,2,10,11,Life,High,5,4,2,0
11841,0,51,Broker,E,No,Male,Medium,2,3,10,19,Life,Medium,2,22,0,0
11842,0,37,Broker,E,Yes,Male,High,1,1,7,7,Life,High,4,4,4,0
11843,0,23,Broker,E,No,Male,High,1,2,1,4,Life,High,6,18,2,1
11844,0,38,Broker,E,Yes,Male,Low,3,2,6,29,Life,Low,5,1,1,0
11845,0,39,Broker,E,Other,Male,Medium,2,2,8,31,Life,Medium,4,18,3,1
11846,0,34,Broker,E,Other,Male,Low,3,1,5,5,Life,Low,10,18,3,0
11847,0,50,Broker,E,No,Male,Medium,2,2,9,29,Life,Medium,2,32,0,1
